Model,ability,submission_date,folder,detailed_ability,weak_ability,task_count,family_count,coverage,eligible,rank_difference
cognitivecomputations/dolphin-2.9.1-llama-3-70b,25.53438611403665,2024-06-27,cognitivecomputations_dolphin-2.9.1-llama-3-70b,0.5815151306968477,0.4064676062614896,40,6,1.0,True,0.03721682847896435
AbacusResearch/Jallabi-34B,26.186081920716532,2024-06-27,AbacusResearch_Jallabi-34B,0.6832795724195135,0.4782043097608005,40,6,1.0,True,0.12297734627831713
DeepMount00/Llama-3-8b-Ita,26.7968164089867,2024-06-27,DeepMount00_Llama-3-8b-Ita,0.5297710721058986,0.3950940860215054,40,6,1.0,True,0.14994606256742182
cloudyu/Llama-3-70Bx2-MOE,35.66646489034437,2024-06-27,cloudyu_Llama-3-70Bx2-MOE,0.8659115858786809,0.8173128702207861,40,6,1.0,True,0.04530744336569581
rhysjones/phi-2-orange-v2,15.324185096371076,2024-06-28,rhysjones_phi-2-orange-v2,0.36461490816566516,0.12706726509979674,40,6,1.0,True,0.013484358144552289
BAAI/Infinity-Instruct-3M-0613-Llama3-70B,35.57824290922367,2024-06-28,BAAI_Infinity-Instruct-3M-0613-Llama3-70B,0.8394596975514439,0.7618279569892473,40,6,1.0,True,0.021035598705501646
Kukedlc/NeuralSynthesis-7B-v0.1,20.015676781413074,2024-06-29,Kukedlc_NeuralSynthesis-7B-v0.1,0.5335402808657588,0.45804721736718473,40,6,1.0,True,0.08953613807982741
grimjim/Llama-3-Instruct-8B-SPPO-Iter3-SimPO-merge,20.83668391168813,2024-06-29,grimjim_Llama-3-Instruct-8B-SPPO-Iter3-SimPO-merge,0.5569693249906181,0.49851397385984425,40,6,1.0,True,0.09816612729234087
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-half,21.50979670721306,2024-06-29,lightblue_suzume-llama-3-8B-multilingual-orpo-borda-half,0.41726511030269525,0.2810483870967742,40,6,1.0,True,0.14401294498381878
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-top25,23.684768112420983,2024-06-29,lightblue_suzume-llama-3-8B-multilingual-orpo-borda-top25,0.485329399559651,0.31356386905692496,40,6,1.0,True,0.13160733549083065
Danielbrdz/Barcenas-Llama3-8b-ORPO,26.51900505359198,2024-06-29,Danielbrdz_Barcenas-Llama3-8b-ORPO,0.5350707792911693,0.4254173397953689,40,6,1.0,True,0.1348435814455231
MTSAIR/MultiVerse_70B,32.24436452801163,2024-06-29,MTSAIR_MultiVerse_70B,0.8074117090906219,0.7265751211631664,40,6,1.0,True,0.06310679611650483
RESMPDEV/Qwen2-Wukong-0.5B,4.975539710746783,2024-06-30,RESMPDEV_Qwen2-Wukong-0.5B,0.14381619084085978,0.07155358104469575,40,6,1.0,True,0.04368932038834951
Enno-Ai/EnnoAi-Pro-French-Llama-3-8B-v0.4,15.68446940398294,2024-06-30,Enno-Ai_EnnoAi-Pro-French-Llama-3-8B-v0.4,0.3497744935080892,0.18437716880907284,40,6,1.0,True,0.04153182308522119
skymizer/Llama2-7b-sft-chat-custom-template-dpo,10.140548181946365,2024-07-01,skymizer_Llama2-7b-sft-chat-custom-template-dpo,0.2727641518898444,0.18261981690899298,40,6,1.0,True,0.002157497303128364
UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,23.693396308174695,2024-07-02,UCLA-AGI_Llama-3-Instruct-8B-SPPO-Iter3,0.5076969312799988,0.3831958847951083,40,6,1.0,True,0.09385113268608414
Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,25.899338809216697,2024-07-02,Casual-Autopsy_L3-Umbral-Mind-RP-v2.0-8B,0.598219412313905,0.4941532258064516,40,6,1.0,True,0.015641855447680708
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,16.484004626097455,2024-07-03,Magpie-Align_Llama-3-8B-Magpie-Align-v0.1,0.4437740127573613,0.34375,40,6,1.0,True,0.052858683926645056
Eric111/CatunaMayo,21.27397881040676,2024-07-03,Eric111_CatunaMayo,0.5761486003490386,0.4858870967741935,40,6,1.0,True,0.10733549083063654
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,11.483994762243412,2024-07-04,Columbia-NLP_LION-Gemma-2b-dpo-v1.0,0.3538746920146046,0.22936450702607097,40,6,1.0,True,0.049083063646170405
Columbia-NLP/LION-Gemma-2b-sft-v1.0,12.60325045021582,2024-07-04,Columbia-NLP_LION-Gemma-2b-sft-v1.0,0.33796311474658014,0.23633580135335558,40,6,1.0,True,0.016720604099244862
google/recurrentgemma-9b,13.709460856107865,2024-07-04,google_recurrentgemma-9b,0.34809296526970374,0.24697580645161288,40,6,1.0,True,0.00916936353829556
BEE-spoke-data/Meta-Llama-3-8Bee,14.657811877680324,2024-07-04,BEE-spoke-data_Meta-Llama-3-8Bee,0.44150594965469026,0.32364360284575455,40,6,1.0,True,0.09007551240560951
cognitivecomputations/dolphin-2.9.3-mistral-7B-32k,19.348695949526363,2024-07-04,cognitivecomputations_dolphin-2.9.3-mistral-7B-32k,0.4939073371889607,0.3919568719926346,40,6,1.0,True,0.04261057173678534
Columbia-NLP/LION-LLaMA-3-8b-odpo-v1.0,19.85320809199725,2024-07-04,Columbia-NLP_LION-LLaMA-3-8b-odpo-v1.0,0.5087383606388478,0.43974645824048797,40,6,1.0,True,0.05177993527508096
Columbia-NLP/LION-LLaMA-3-8b-sft-v1.0,20.748862299709277,2024-07-04,Columbia-NLP_LION-LLaMA-3-8b-sft-v1.0,0.5450517868506517,0.449007678009971,40,6,1.0,True,0.08414239482200647
Columbia-NLP/LION-LLaMA-3-8b-dpo-v1.0,21.78540431507501,2024-07-04,Columbia-NLP_LION-LLaMA-3-8b-dpo-v1.0,0.5286794212341707,0.442002688172043,40,6,1.0,True,0.01240560949298819
google/recurrentgemma-9b-it,19.218115006306835,2024-07-05,google_recurrentgemma-9b-it,0.33727964361653856,0.18385618315135646,40,6,1.0,True,0.14293419633225457
BEE-spoke-data/smol_llama-101M-GQA,4.019599868138451,2024-07-06,BEE-spoke-data_smol_llama-101M-GQA,0.17221593187256168,0.04841229838709678,40,6,1.0,True,0.024271844660194174
anakin87/gemma-2b-orpo,7.284706228625474,2024-07-06,anakin87_gemma-2b-orpo,0.23673802780890094,0.12352150537634408,40,6,1.0,True,0.07551240560949299
Artples/L-MChat-Small,15.231327982629294,2024-07-07,Artples_L-MChat-Small,0.41301798797937395,0.2774193548387097,40,6,1.0,True,0.04045307443365698
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,19.558137588276008,2024-07-07,MaziyarPanahi_Qwen2-7B-Instruct-v0.8,0.5139189451960924,0.3668682795698925,40,6,1.0,True,0.06742179072276167
Artples/L-MChat-7b,21.238493444242582,2024-07-07,Artples_L-MChat-7b,0.45969793787040797,0.32799768840378196,40,6,1.0,True,0.07605177993527507
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,22.98150895877193,2024-07-07,MaziyarPanahi_Qwen2-7B-Instruct-v0.1,0.6172568391822901,0.46391129032258066,40,6,1.0,True,0.11218985976267537
Enno-Ai/EnnoAi-Pro-Llama-3-8B,12.51454591188142,2024-07-08,Enno-Ai_EnnoAi-Pro-Llama-3-8B,0.3555627515294398,0.2581822130382708,40,6,1.0,True,0.034519956850053934
meta-llama/Meta-Llama-3-8B-Instruct,20.609159446025874,2024-07-08,meta-llama_Meta-Llama-3-8B-Instruct,0.4828018911097893,0.37601870429238976,40,6,1.0,True,0.018878101402373226
MLP-KTLim/llama-3-Korean-Bllossom-8B,20.39691634614766,2024-07-09,MLP-KTLim_llama-3-Korean-Bllossom-8B,0.4988822561720436,0.3748655913978495,40,6,1.0,True,0.01941747572815533
Replete-AI/Llama3-8B-Instruct-Replete-Adapted,22.778517848782894,2024-07-09,Replete-AI_Llama3-8B-Instruct-Replete-Adapted,0.4582539366938179,0.35033547865964876,40,6,1.0,True,0.13484358144552322
yam-peleg/Hebrew-Mistral-7B,13.302117179699644,2024-07-11,yam-peleg_Hebrew-Mistral-7B,0.3916677645721507,0.30638440860215055,40,6,1.0,True,0.0663430420711974
AI-MO/NuminaMath-7B-TIR,14.182289143173433,2024-07-11,AI-MO_NuminaMath-7B-TIR,0.3085581456846685,0.1968840655236507,40,6,1.0,True,0.028047464940668843
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,26.888884373724007,2024-07-11,MaziyarPanahi_Llama-3-8B-Instruct-v0.8,0.5463597677582432,0.42240249582869854,40,6,1.0,True,0.12351672060409935
LeroyDyer/Mixtral_AI_SwahiliTron_7b,4.358661915319342,2024-07-12,LeroyDyer_Mixtral_AI_SwahiliTron_7b,0.18969825950650157,0.09574787958843159,40,6,1.0,True,0.05771305285868392
LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b,13.566675630986595,2024-07-12,LeroyDyer_SpydazWeb_AI_CyberTron_Ultra_7b,0.4022654554777027,0.21116047388260636,40,6,1.0,True,0.07281553398058249
Columbia-NLP/LION-Gemma-2b-odpo-v1.0,11.897378852943028,2024-07-13,Columbia-NLP_LION-Gemma-2b-odpo-v1.0,0.34313866838745016,0.21397849462365592,40,6,1.0,True,0.036138079827400194
BAAI/Infinity-Instruct-3M-0625-Llama3-8B,22.062531958779175,2024-07-13,BAAI_Infinity-Instruct-3M-0625-Llama3-8B,0.46524672885844265,0.38402666736188357,40,6,1.0,True,0.09331175836030203
DreadPoor/ONeil-model_stock-8B,26.935908369361425,2024-07-15,DreadPoor_ONeil-model_stock-8B,0.6548032416116858,0.5722362481546989,40,6,1.0,True,0.036677454153182354
01-ai/Yi-1.5-34B-Chat-16K,29.403554842710225,2024-07-15,01-ai_Yi-1.5-34B-Chat-16K,0.7779953628246068,0.7115591397849462,40,6,1.0,True,0.1186623516720604
HuggingFaceTB/SmolLM-1.7B-Instruct,5.490688803655309,2024-07-18,HuggingFaceTB_SmolLM-1.7B-Instruct,0.18922679347617738,0.06075268817204301,40,6,1.0,True,0.021035598705501618
HuggingFaceTB/SmolLM-1.7B,5.576455936269043,2024-07-18,HuggingFaceTB_SmolLM-1.7B,0.21492356287583644,0.10577956989247311,40,6,1.0,True,0.07659115426105716
HuggingFaceTB/SmolLM-360M,6.260888857386585,2024-07-18,HuggingFaceTB_SmolLM-360M,0.23144885274328772,0.11438172043010753,40,6,1.0,True,0.09439050701186623
HuggingFaceTB/SmolLM-135M,6.951489892134873,2024-07-18,HuggingFaceTB_SmolLM-135M,0.23687697331441537,0.08676075268817204,40,6,1.0,True,0.08522114347357065
VIRNECT/llama-3-Korean-8B-r-v-0.1,18.749278536149728,2024-07-18,VIRNECT_llama-3-Korean-8B-r-v-0.1,0.4338797256452077,0.30329301075268816,40,6,1.0,True,0.022653721682847905
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,26.66765472658618,2024-07-22,VAGOsolutions_Llama-3-SauerkrautLM-8b-Instruct,0.5245294767663526,0.3950940860215054,40,6,1.0,True,0.15803667745415317
Felladrin/Minueza-32M-UltraChat,3.9242559881806987,2024-07-23,Felladrin_Minueza-32M-UltraChat,0.1653383642122702,0.061634703910226345,40,6,1.0,True,0.010787486515641855
Felladrin/Llama-160M-Chat-v1,4.201766115349323,2024-07-23,Felladrin_Llama-160M-Chat-v1,0.16462096234623613,0.061634703910226345,40,6,1.0,True,0.0005393743257820945
Corianas/llama-3-reactor,13.995469727045661,2024-07-23,Corianas_llama-3-reactor,0.4310880399649014,0.32809139784946234,40,6,1.0,True,0.09492988133764829
tiiuae/falcon-mamba-7b,15.17923802761122,2024-07-23,tiiuae_falcon-mamba-7b,0.4114307148402192,0.30110403964076643,40,6,1.0,True,0.03829557713052856
meta-llama/Llama-3.1-70B,26.200215843375947,2024-07-23,meta-llama_Llama-3.1-70B,0.7707546591466061,0.7391626278944534,40,6,1.0,True,0.2065803667745415
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,22.56595247127864,2024-07-24,vicgalle_Configurable-Hermes-2-Pro-Llama-3-8B,0.5252638331551676,0.4052571433537263,40,6,1.0,True,0.01941747572815533
Azure99/blossom-v5.1-9b,26.470194407631528,2024-07-24,Azure99_blossom-v5.1-9b,0.5913994736708217,0.5081315032918164,40,6,1.0,True,0.048004314994606334
MaziyarPanahi/calme-2.1-llama3.1-70b,40.936032608772955,2024-07-24,MaziyarPanahi_calme-2.1-llama3.1-70b,0.8064905772230244,0.7528621211067853,40,6,1.0,True,0.0722761596548005
rasyosef/Phi-1_5-Instruct-v0.1,6.864747864349625,2024-07-25,rasyosef_Phi-1_5-Instruct-v0.1,0.18361360753070036,0.07408215644379593,40,6,1.0,True,0.0296655879180151
CoolSpring/Qwen2-0.5B-Abyme-merge2,6.320258162859158,2024-07-27,CoolSpring_Qwen2-0.5B-Abyme-merge2,0.19216203318824004,0.10805452238598443,40,6,1.0,True,0.005393743257820924
CoolSpring/Qwen2-0.5B-Abyme-merge3,6.8201960830112,2024-07-27,CoolSpring_Qwen2-0.5B-Abyme-merge3,0.19444062604731788,0.107997311827957,40,6,1.0,True,0.0
Azure99/blossom-v5.1-34b,30.298681690900178,2024-07-27,Azure99_blossom-v5.1-34b,0.7057767733712307,0.6426359719978461,40,6,1.0,True,0.01024811218985977
Kukedlc/NeuralLLaMa-3-8b-ORPO-v0.3,17.748741624089156,2024-07-28,Kukedlc_NeuralLLaMa-3-8b-ORPO-v0.3,0.3923887192932763,0.27916217672413796,40,6,1.0,True,0.04099244875943908
princeton-nlp/Sheared-LLaMA-1.3B,5.580925572139816,2024-07-29,princeton-nlp_Sheared-LLaMA-1.3B,0.22141257270201797,0.10403225806451613,40,6,1.0,True,0.08953613807982741
awnr/Mistral-7B-v0.1-signtensors-1-over-4,8.747197547964134,2024-07-29,awnr_Mistral-7B-v0.1-signtensors-1-over-4,0.15319985208483458,0.05721192262928414,40,6,1.0,True,0.19525350593311758
natong19/Qwen2-7B-Instruct-abliterated,28.515341600524966,2024-07-29,natong19_Qwen2-7B-Instruct-abliterated,0.6145484361681561,0.5023583389789289,40,6,1.0,True,0.05663430420711968
VAGOsolutions/Llama-3.1-SauerkrautLM-8b-Instruct,29.931073085077475,2024-07-29,VAGOsolutions_Llama-3.1-SauerkrautLM-8b-Instruct,0.6013761937083956,0.4710770710650199,40,6,1.0,True,0.13484358144552322
failspy/Phi-3-medium-4k-instruct-abliterated-v3,31.85112078051007,2024-07-29,failspy_Phi-3-medium-4k-instruct-abliterated-v3,0.7607883668712783,0.6653864193027255,40,6,1.0,True,0.036677454153182354
Kukedlc/NeuralExperiment-7b-MagicCoder-v7.5,18.006004625989025,2024-07-30,Kukedlc_NeuralExperiment-7b-MagicCoder-v7.5,0.41146575635088317,0.2789650537634409,40,6,1.0,True,0.03074433656957931
lightblue/suzume-llama-3-8B-multilingual,23.98630635028447,2024-07-30,lightblue_suzume-llama-3-8B-multilingual,0.5070942310081117,0.4219992700222469,40,6,1.0,True,0.10895361380798274
UKzExecution/LlamaExecutor-8B-3.0.5,24.541079195358947,2024-07-30,UKzExecution_LlamaExecutor-8B-3.0.5,0.49296423892860525,0.4007176666203189,40,6,1.0,True,0.15587918015102475
google/gemma-2-2b,10.359615568466916,2024-07-31,google_gemma-2-2b,0.27695528239059375,0.17056451612903226,40,6,1.0,True,0.003775620280474651
Kquant03/CognitiveFusion2-4x7B-BF16,15.629054867362484,2024-07-31,Kquant03_CognitiveFusion2-4x7B-BF16,0.3939728893203452,0.2861559139784946,40,6,1.0,True,0.01186623516720603
google/gemma-2-2b-it,17.046939294966545,2024-07-31,google_gemma-2-2b-it,0.3083733387470028,0.14949800411536962,40,6,1.0,True,0.10032362459546929
Kukedlc/NeuralSynthesis-7b-v0.4-slerp,19.530512651958592,2024-07-31,Kukedlc_NeuralSynthesis-7b-v0.4-slerp,0.5265382280338038,0.4389107474768531,40,6,1.0,True,0.09331175836030198
Kukedlc/NeuralSynthesis-7B-v0.3,20.095272707991136,2024-07-31,Kukedlc_NeuralSynthesis-7B-v0.3,0.5426106017049923,0.4917939097052131,40,6,1.0,True,0.10517799352750812
UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,22.65046295673854,2024-07-31,UCLA-AGI_Gemma-2-9B-It-SPPO-Iter3,0.5935171317010749,0.32407492700222473,40,6,1.0,True,0.08737864077669899
ehristoforu/Gemma2-9B-it-psy10k-mental_health,27.19248947734485,2024-07-31,ehristoforu_Gemma2-9B-it-psy10k-mental_health,0.6422273538848361,0.5577284946236559,40,6,1.0,True,0.008090614886731351
ehristoforu/Gemma2-9b-it-train6,30.5339867395368,2024-07-31,ehristoforu_Gemma2-9b-it-train6,0.6769605331126909,0.5793987874997828,40,6,1.0,True,0.03398058252427183
MarinaraSpaghetti/Nemomix-v4.0-12B,24.467976638019234,2024-08-02,MarinaraSpaghetti_Nemomix-v4.0-12B,0.6063825803819747,0.49986537425955846,40,6,1.0,True,0.03883495145631066
cognitivecomputations/dolphin-2.9.1-yi-1.5-9b,25.639724124308234,2024-08-02,cognitivecomputations_dolphin-2.9.1-yi-1.5-9b,0.6199198882548326,0.5338037634408602,40,6,1.0,True,0.02265372168284796
Isaak-Carter/JOSIEv4o-8b-stage1-v4,15.66808216767364,2024-08-03,Isaak-Carter_JOSIEv4o-8b-stage1-v4,0.4338738889773041,0.32431564585650724,40,6,1.0,True,0.05609492988133763
OpenBuddy/openbuddy-llama3-8b-v21.1-8k,20.162938316635703,2024-08-03,OpenBuddy_openbuddy-llama3-8b-v21.1-8k,0.4288341126585708,0.2866182014001077,40,6,1.0,True,0.07497303128371091
nbeerbower/gemma2-gutenberg-9B,23.719246452807738,2024-08-03,nbeerbower_gemma2-gutenberg-9B,0.6400419993889803,0.3738886862264839,40,6,1.0,True,0.10841423948220064
vicgalle/Humanish-RP-Llama-3.1-8B,25.423199454688373,2024-08-03,vicgalle_Humanish-RP-Llama-3.1-8B,0.5699340010036281,0.4501616379310345,40,6,1.0,True,0.04530744336569581
TinyLlama/TinyLlama-1.1B-Chat-v1.0,2.818859486124847,2024-08-04,TinyLlama_TinyLlama-1.1B-Chat-v1.0,0.18917348644690174,0.07614247311827957,40,6,1.0,True,0.08845738942826323
GritLM/GritLM-7B-KTO,19.2358949114183,2024-08-04,GritLM_GritLM-7B-KTO,0.4688868195859338,0.32323776997589915,40,6,1.0,True,0.012944983818770184
Gryphe/Pantheon-RP-1.5-12b-Nemo,21.32374664039768,2024-08-04,Gryphe_Pantheon-RP-1.5-12b-Nemo,0.5512828120058232,0.4471817621206594,40,6,1.0,True,0.06688241639697945
GritLM/GritLM-8x7B-KTO,26.2413047085506,2024-08-04,GritLM_GritLM-8x7B-KTO,0.6851226025733209,0.6101896485833898,40,6,1.0,True,0.12351672060409924
0-hero/Matter-0.2-7B-DPO,8.906361301750291,2024-08-05,0-hero_Matter-0.2-7B-DPO,0.24176941673996954,0.1714458804523425,40,6,1.0,True,0.01024811218985977
monsterapi/gemma-2-2b-LoRA-MonsterInstruct,12.519872991689503,2024-08-05,monsterapi_gemma-2-2b-LoRA-MonsterInstruct,0.25175133164736685,0.17813357368670268,40,6,1.0,True,0.046386192017259964
Alibaba-NLP/gte-Qwen2-7B-instruct,13.834176058521932,2024-08-05,Alibaba-NLP_gte-Qwen2-7B-instruct,0.3596925130867002,0.24905913978494623,40,6,1.0,True,0.02103559870550159
MaziyarPanahi/Calme-4x7B-MoE-v0.1,20.023903328526014,2024-08-05,MaziyarPanahi_Calme-4x7B-MoE-v0.1,0.5289858980098452,0.4655241935483871,40,6,1.0,True,0.08252427184466016
MaziyarPanahi/Calme-4x7B-MoE-v0.2,20.176360946073107,2024-08-05,MaziyarPanahi_Calme-4x7B-MoE-v0.2,0.5250924780048271,0.44385345001671217,40,6,1.0,True,0.06850053937432571
BAAI/Infinity-Instruct-3M-0625-Mistral-7B,22.843425216048672,2024-08-05,BAAI_Infinity-Instruct-3M-0625-Mistral-7B,0.5054621063638441,0.4072296633892262,40,6,1.0,True,0.06202804746494062
BAAI/Infinity-Instruct-7M-0729-mistral-7B,23.21644934658775,2024-08-05,BAAI_Infinity-Instruct-7M-0729-mistral-7B,0.505684044768225,0.4105143788976323,40,6,1.0,True,0.07443365695792886
BAAI/Infinity-Instruct-7M-0729-Llama3_1-8B,23.447423677135685,2024-08-05,BAAI_Infinity-Instruct-7M-0729-Llama3_1-8B,0.5366927156804695,0.4559139784946237,40,6,1.0,True,0.032362459546925515
BAAI/Infinity-Instruct-3M-0625-Qwen2-7B,26.199808011295485,2024-08-05,BAAI_Infinity-Instruct-3M-0625-Qwen2-7B,0.5443999628075801,0.45767833567842686,40,6,1.0,True,0.10571736785329022
BAAI/Infinity-Instruct-3M-0625-Yi-1.5-9B,28.14496041142372,2024-08-05,BAAI_Infinity-Instruct-3M-0625-Yi-1.5-9B,0.6549024483062988,0.5891253591954023,40,6,1.0,True,0.01132686084142398
LeroyDyer/_Spydaz_Web_AI_ChatQA,5.115133515206828,2024-08-06,LeroyDyer__Spydaz_Web_AI_ChatQA,0.22634621502969104,0.10939773985432566,40,6,1.0,True,0.11704422869471413
LeroyDyer/LCARS_AI_001,14.429205739419858,2024-08-06,LeroyDyer_LCARS_AI_001,0.3456533405949245,0.2505001679920339,40,6,1.0,True,0.010248112189859715
Magpie-Align/Llama-3-8B-Magpie-Align-v0.3,17.402494793203847,2024-08-06,Magpie-Align_Llama-3-8B-Magpie-Align-v0.3,0.39727595242938063,0.2764178079810901,40,6,1.0,True,0.026968716289104633
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.3,17.55322537025943,2024-08-06,Magpie-Align_Llama-3-8B-Magpie-Align-SFT-v0.3,0.42772179918317066,0.3231182795698925,40,6,1.0,True,0.0010787486515641542
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,26.786644392116216,2024-08-06,MaziyarPanahi_Llama-3-8B-Instruct-v0.9,0.5259936466739955,0.4012343226153873,40,6,1.0,True,0.15695792880258896
MaziyarPanahi/calme-2.2-qwen2-72b,44.09009576064759,2024-08-06,MaziyarPanahi_calme-2.2-qwen2-72b,0.9398051984769396,0.9256048387096775,40,6,1.0,True,0.004314994606256728
LeroyDyer/LCARS_AI_StarTrek_Computer,14.613893572975764,2024-08-07,LeroyDyer_LCARS_AI_StarTrek_Computer,0.4022638808741149,0.2896716838153504,40,6,1.0,True,0.045846817691477915
UCLA-AGI/Mistral7B-PairRM-SPPO-Iter3,16.488657432502865,2024-08-07,UCLA-AGI_Mistral7B-PairRM-SPPO-Iter3,0.3773134260760925,0.2390707783973457,40,6,1.0,True,0.027508090614886738
UCLA-AGI/Mistral7B-PairRM-SPPO-Iter2,17.118139500757714,2024-08-07,UCLA-AGI_Mistral7B-PairRM-SPPO-Iter2,0.391800666543422,0.26250651765850946,40,6,1.0,True,0.026429341963322528
LeroyDyer/LCARS_AI_1x4_003_SuperAI,19.518229049313643,2024-08-07,LeroyDyer_LCARS_AI_1x4_003_SuperAI,0.5096789957367143,0.43384425973213825,40,6,1.0,True,0.06472491909385114
dnhkng/RYS-Llama-3-8B-Instruct,21.922774736650833,2024-08-07,dnhkng_RYS-Llama-3-8B-Instruct,0.43877279430268806,0.30930301608268446,40,6,1.0,True,0.1310679611650486
UCLA-AGI/Gemma-2-9B-It-SPPO-Iter2,22.563072986134326,2024-08-07,UCLA-AGI_Gemma-2-9B-It-SPPO-Iter2,0.5875344570857616,0.33155980603448276,40,6,1.0,True,0.07820927723840343
dnhkng/RYS-Llama-3-Large-Instruct,35.981216135127745,2024-08-07,dnhkng_RYS-Llama-3-Large-Instruct,0.8055704068943204,0.8050928700470755,40,6,1.0,True,0.004314994606256728
google/gemma-2-27b-it,36.17428251510342,2024-08-07,google_gemma-2-27b-it,0.7050111422595365,0.5551828420467185,40,6,1.0,True,0.0879180151024811
LeroyDyer/LCARS_TOP_SCORE,20.322005404213282,2024-08-08,LeroyDyer_LCARS_TOP_SCORE,0.5247856673088345,0.4452984131533691,40,6,1.0,True,0.06202804746494073
MaziyarPanahi/calme-2.2-rys-78b,44.38633440385336,2024-08-08,MaziyarPanahi_calme-2.2-rys-78b,0.9438985773202125,0.9336693548387096,40,6,1.0,True,0.005393743257820938
MaziyarPanahi/calme-2.1-rys-78b,44.64399850290042,2024-08-08,MaziyarPanahi_calme-2.1-rys-78b,0.9510116638172882,0.9374000625695217,40,6,1.0,True,0.006472491909385147
cat-searcher/gemma-2-9b-it-sppo-iter-1,21.93864090281541,2024-08-09,cat-searcher_gemma-2-9b-it-sppo-iter-1,0.5777737130878008,0.29355809116611054,40,6,1.0,True,0.08576051779935279
EleutherAI/gpt-neo-125m,4.407321907614049,2024-08-10,EleutherAI_gpt-neo-125m,0.19388710806632065,0.07650856827696423,40,6,1.0,True,0.06310679611650485
EpistemeAI/FineLlama3.1-8B-Instruct,11.239255981586004,2024-08-10,EpistemeAI_FineLlama3.1-8B-Instruct,0.3844811004375786,0.2600296176628971,40,6,1.0,True,0.08953613807982741
01-ai/Yi-1.5-6B,16.745698054972127,2024-08-10,01-ai_Yi-1.5-6B,0.44263130010840446,0.2908602150537634,40,6,1.0,True,0.042071197411003236
ValiantLabs/Llama3.1-8B-Fireplace2,18.570580608454396,2024-08-10,ValiantLabs_Llama3.1-8B-Fireplace2,0.4208006038307013,0.3284009142102336,40,6,1.0,True,0.0366774541531823
princeton-nlp/gemma-2-9b-it-SimPO,22.3449346084354,2024-08-10,princeton-nlp_gemma-2-9b-it-SimPO,0.577111765205895,0.27034784019280683,40,6,1.0,True,0.07551240560949302
